rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
645,,3,html-button-response,152,328255,0.0-7.0-0.33,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,153,329761,0.0-7.0-1.33,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,381,
712,,3,html-button-response,154,330481,0.0-7.0-0.34,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,155,331988,0.0-7.0-1.34,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,387,
950,,3,html-button-response,156,332945,0.0-7.0-0.35,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,157,334452,0.0-7.0-1.35,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,393,
1015,,3,html-button-response,158,335489,0.0-7.0-0.36,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,159,336995,0.0-7.0-1.36,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,399,
8753,,3,html-button-response,160,345755,0.0-7.0-0.37,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,161,347261,0.0-7.0-1.37,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,405,
593,,3,html-button-response,162,347862,0.0-7.0-0.38,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,163,349370,0.0-7.0-1.38,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,411,
928,,3,html-button-response,164,350305,0.0-7.0-0.39,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
null,sound/6star.wav,,audio-keyboard-response,165,351810,0.0-7.0-1.39,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,null,6,417,
10231,sound/celebration.wav,0,audio-button-response,166,362051,0.0-8.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
14511,"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",1,html-button-response,167,376567,0.0-9.0-0.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,correct
3489,"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",2,html-button-response,168,380864,0.0-10.0-0.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,correct
2540,"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",0,html-button-response,169,384216,0.0-11.0-0.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,correct
3541,"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",3,html-button-response,170,388765,0.0-12.0-0.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,correct
4787,"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",4,html-button-response,171,394359,0.0-13.0-0.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,correct
7840,Which monster did you like the most?</p>,0,html-button-response,172,403007,0.0-14.0-0.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,,,,,
12855,,,survey-text,173,416669,0.0-15.0,static,"3,1,2,6",S002,F,6,06/26/2012,4/8/19,"English, Lebanese",C618826,,"\{""Q0"":""Favourite colour ""\}",,,,
rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
69999,,0,html-button-response,0,70011,0.0-0.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
,,,animation,1,82024,0.0-1.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,"[\{""stimulus"":""img/screen1a.png"",""time"":3011\},\{""stimulus"":""img/screen1b.png"",""time"":6007\},\{""stimulus"":""img/screen1c.png"",""time"":9007\}]",[],,,,
3799,<img src='img/screen1d.png'></img>,0,html-button-response,2,85830,0.0-2.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
,,,animation,3,106638,0.0-3.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,"[\{""stimulus"":""img/screen2.jpg"",""time"":801\},\{""stimulus"":""img/screen2.jpg"",""time"":1601\},\{""stimulus"":""img/screen2.jpg"",""time"":2406\},\{""stimulus"":""img/screen2.jpg"",""time"":3201\},\{""stimulus"":""img/screen2.jpg"",""time"":4001\},\{""stimulus"":""img/screen3a.jpg"",""time"":4807\},\{""stimulus"":""img/screen3b.jpg"",""time"":5605\},\{""stimulus"":""img/screen3c.jpg"",""time"":6404\},\{""stimulus"":""img/screen3d.jpg"",""time"":7204\},\{""stimulus"":""img/screen4a.jpg"",""time"":8001\},\{""stimulus"":""img/screen4a.jpg"",""time"":8805\},\{""stimulus"":""img/screen4b.jpg"",""time"":9605\},\{""stimulus"":""img/screen4c.jpg"",""time"":10405\},\{""stimulus"":""img/screen4d.jpg"",""time"":11304\},\{""stimulus"":""img/screen4d.jpg"",""time"":12000\},\{""stimulus"":""img/screen5a.jpg"",""time"":12803\},\{""stimulus"":""img/screen5b1.jpg"",""time"":13606\},\{""stimulus"":""img/screen5b2.jpg"",""time"":14400\},\{""stimulus"":""img/screen5b3.jpg"",""time"":15205\},\{""stimulus"":""img/screen5b4.jpg"",""time"":16001\},\{""stimulus"":""img/screen5b5.jpg"",""time"":16805\},\{""stimulus"":""img/screen5b6.jpg"",""time"":17605\},\{""stimulus"":""img/screen5c.jpg"",""time"":18406\},\{""stimulus"":""img/screen5d.jpg"",""time"":19206\},\{""stimulus"":""img/screen5d.jpg"",""time"":20000\}]",[],,,,
3181,<img src='img/screen5e.jpg'></img>,0,html-button-response,4,109824,0.0-4.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
13946,<p align='center'></p>,0,html-button-response,5,123775,0.0-5.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
5644,,3,html-button-response,6,129429,0.0-6.0-0.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,7,130946,0.0-6.0-1.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,2,
4434,,1,html-button-response,8,135392,0.0-6.0-0.1,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,9,136901,0.0-6.0-1.1,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,3,
7666,,2,html-button-response,10,144575,0.0-6.0-0.2,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,11,146082,0.0-6.0-1.2,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,6,
1893,,0,html-button-response,12,147987,0.0-6.0-0.3,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,13,149492,0.0-6.0-1.3,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,12,
2951,,0,html-button-response,14,152454,0.0-6.0-0.4,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,15,153957,0.0-6.0-1.4,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,18,
3002,,0,html-button-response,16,156968,0.0-6.0-0.5,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,17,158474,0.0-6.0-1.5,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,24,
1067,,0,html-button-response,18,159547,0.0-6.0-0.6,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,19,161053,0.0-6.0-1.6,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,30,
1439,,0,html-button-response,20,162505,0.0-6.0-0.7,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,21,164011,0.0-6.0-1.7,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,36,
987,,0,html-button-response,22,165007,0.0-6.0-0.8,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,23,166512,0.0-6.0-1.8,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,42,
1561,,0,html-button-response,24,168078,0.0-6.0-0.9,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,25,169580,0.0-6.0-1.9,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,48,
835,,0,html-button-response,26,170437,0.0-6.0-0.10,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,27,171943,0.0-6.0-1.10,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,54,
731,,0,html-button-response,28,172681,0.0-6.0-0.11,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,29,174186,0.0-6.0-1.11,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,60,
2051,,3,html-button-response,30,176248,0.0-6.0-0.12,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,31,177753,0.0-6.0-1.12,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,62,
1344,,3,html-button-response,32,179115,0.0-6.0-0.13,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,33,180621,0.0-6.0-1.13,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,64,
701,,1,html-button-response,34,181331,0.0-6.0-0.14,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,35,182837,0.0-6.0-1.14,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,65,
39,,1,html-button-response,36,182882,0.0-6.0-0.15,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,37,184388,0.0-6.0-1.15,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,66,
299,,2,html-button-response,38,184718,0.0-6.0-0.16,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,39,186223,0.0-6.0-1.16,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,69,
643,,2,html-button-response,40,186874,0.0-6.0-0.17,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,41,188379,0.0-6.0-1.17,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,72,
646,,0,html-button-response,42,189031,0.0-6.0-0.18,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,43,190540,0.0-6.0-1.18,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,78,
831,,0,html-button-response,44,191378,0.0-6.0-0.19,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,45,192884,0.0-6.0-1.19,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,84,
1176,,1,html-button-response,46,194065,0.0-6.0-0.20,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,47,195572,0.0-6.0-1.20,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,85,
676,,3,html-button-response,48,196257,0.0-6.0-0.21,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,49,197764,0.0-6.0-1.21,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,87,
661,,1,html-button-response,50,198434,0.0-6.0-0.22,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,51,199937,0.0-6.0-1.22,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,88,
646,,3,html-button-response,52,200590,0.0-6.0-0.23,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,53,202112,0.0-6.0-1.23,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,90,
655,,2,html-button-response,54,202783,0.0-6.0-0.24,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,55,204289,0.0-6.0-1.24,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,93,
781,,2,html-button-response,56,205075,0.0-6.0-0.25,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,57,206579,0.0-6.0-1.25,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,96,
5720,,0,html-button-response,58,212307,0.0-6.0-0.26,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,59,213811,0.0-6.0-1.26,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,102,
859,,0,html-button-response,60,214680,0.0-6.0-0.27,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,61,216201,0.0-6.0-1.27,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,108,
759,,1,html-button-response,62,216967,0.0-6.0-0.28,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,63,218474,0.0-6.0-1.28,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,109,
831,,1,html-button-response,64,219316,0.0-6.0-0.29,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,65,220822,0.0-6.0-1.29,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,110,
476,,3,html-button-response,66,221306,0.0-6.0-0.30,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,67,222821,0.0-6.0-1.30,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,112,
136,,3,html-button-response,68,222967,0.0-6.0-0.31,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,69,224484,0.0-6.0-1.31,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,114,
685,,2,html-button-response,70,225179,0.0-6.0-0.32,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,71,226684,0.0-6.0-1.32,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,117,
3299,,0,html-button-response,72,229995,0.0-6.0-0.33,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,73,231499,0.0-6.0-1.33,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,123,
4049,,0,html-button-response,74,235558,0.0-6.0-0.34,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,75,237062,0.0-6.0-1.34,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,129,
738,,1,html-button-response,76,237805,0.0-6.0-0.35,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,77,239309,0.0-6.0-1.35,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,130,
409,,3,html-button-response,78,239733,0.0-6.0-0.36,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,79,241243,0.0-6.0-1.36,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,132,
598,,2,html-button-response,80,241850,0.0-6.0-0.37,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,81,243361,0.0-6.0-1.37,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,135,
649,,0,html-button-response,82,244019,0.0-6.0-0.38,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,83,245523,0.0-6.0-1.38,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,141,
856,,1,html-button-response,84,246390,0.0-6.0-0.39,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/1star.wav,,audio-keyboard-response,85,247893,0.0-6.0-1.39,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,1,142,
782,,3,html-button-response,86,248686,0.0-7.0-0.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,87,250192,0.0-7.0-1.0,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,144,
720,,2,html-button-response,88,250924,0.0-7.0-0.1,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,89,252427,0.0-7.0-1.1,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,147,
4171,,0,html-button-response,90,256606,0.0-7.0-0.2,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,91,258114,0.0-7.0-1.2,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,153,
2112,,1,html-button-response,92,260235,0.0-7.0-0.3,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,93,261753,0.0-7.0-1.3,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,161,
2681,,3,html-button-response,94,264445,0.0-7.0-0.4,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,95,265949,0.0-7.0-1.4,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,163,
902,,2,html-button-response,96,266858,0.0-7.0-0.5,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,97,268363,0.0-7.0-1.5,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,166,
7154,,0,html-button-response,98,275524,0.0-7.0-0.6,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,99,277028,0.0-7.0-1.6,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,172,
741,,1,html-button-response,100,277785,0.0-7.0-0.7,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,101,279288,0.0-7.0-1.7,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,180,
4178,,3,html-button-response,102,283472,0.0-7.0-0.8,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,103,284977,0.0-7.0-1.8,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,182,
1016,,2,html-button-response,104,286003,0.0-7.0-0.9,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,105,287507,0.0-7.0-1.9,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,185,
809,,0,html-button-response,106,288323,0.0-7.0-0.10,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,107,289829,0.0-7.0-1.10,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,191,
734,,1,html-button-response,108,290571,0.0-7.0-0.11,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,109,292074,0.0-7.0-1.11,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,199,
6387,,3,html-button-response,110,298469,0.0-7.0-0.12,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,111,299972,0.0-7.0-1.12,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,201,
3797,,2,html-button-response,112,303782,0.0-7.0-0.13,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,113,305285,0.0-7.0-1.13,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,204,
3820,,0,html-button-response,114,309110,0.0-7.0-0.14,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,115,310613,0.0-7.0-1.14,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,210,
1480,,1,html-button-response,116,312100,0.0-7.0-0.15,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,117,313604,0.0-7.0-1.15,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,218,
888,,3,html-button-response,118,314500,0.0-7.0-0.16,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,119,316003,0.0-7.0-1.16,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,220,
751,,2,html-button-response,120,316766,0.0-7.0-0.17,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,121,318271,0.0-7.0-1.17,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,223,
711,,0,html-button-response,122,318992,0.0-7.0-0.18,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,123,320496,0.0-7.0-1.18,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,229,
797,,1,html-button-response,124,321305,0.0-7.0-0.19,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,125,322821,0.0-7.0-1.19,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,237,
993,,3,html-button-response,126,323819,0.0-7.0-0.20,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,127,325321,0.0-7.0-1.20,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,239,
637,,2,html-button-response,128,325964,0.0-7.0-0.21,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,129,327469,0.0-7.0-1.21,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,242,
674,,0,html-button-response,130,328152,0.0-7.0-0.22,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,131,329656,0.0-7.0-1.22,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,248,
6422,,1,html-button-response,132,336087,0.0-7.0-0.23,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,133,337590,0.0-7.0-1.23,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,256,
825,,3,html-button-response,134,338424,0.0-7.0-0.24,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,135,339930,0.0-7.0-1.24,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,258,
698,,2,html-button-response,136,340635,0.0-7.0-0.25,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,137,342140,0.0-7.0-1.25,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,261,
720,,0,html-button-response,138,342866,0.0-7.0-0.26,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,139,344371,0.0-7.0-1.26,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,267,
860,,1,html-button-response,140,345237,0.0-7.0-0.27,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/8star.wav,,audio-keyboard-response,141,346744,0.0-7.0-1.27,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,8,275,
1236,,3,html-button-response,142,348002,0.0-7.0-0.28,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/2star.wav,,audio-keyboard-response,143,349507,0.0-7.0-1.28,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,2,277,
846,,2,html-button-response,144,350359,0.0-7.0-0.29,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/3star.wav,,audio-keyboard-response,145,351864,0.0-7.0-1.29,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,3,280,
724,,0,html-button-response,146,352595,0.0-7.0-0.30,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
null,sound/6star.wav,,audio-keyboard-response,147,354100,0.0-7.0-1.30,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,null,6,286,
787,,1,html-button-response,148,354895,0.0-7.0-0.31,dynamic,"6,1,3,2",I014,,,,4/13/2019,,C896452,,,,,,
